GnPR,treeDensity,park_grass_ratio,parcel_grass_ratio,greenroof_ratio,roadDensity,bldDensity,avg_BH,avg_GPR,UHI_d
0.844954,0,0.126932,0.491066,0.0,0.3,7,93.5,1.752817,0.232626
0.642266,0,0.039873,0.410234,0.0,0.3,7,35.7,1.523413,0.244418
0.704925,0,0.061917,0.473568,0.0,0.3,7,51.5,2.035358,0.259167
0.729766,0,0.040743,0.45861,0.0,0.3,7,64.2,2.189636,0.299772
0.751757,0,0.093067,0.462492,0.0,0.3,7,71.5,2.10418,0.281678
0.648421,0,0.07787,0.398164,0.0,0.3,7,32.4,1.595078,0.233116
0.768525,0,0.075079,0.522685,0.0,0.3,7,70.5,2.062768,0.268265
0.661583,0,0.083967,0.393081,0.0,0.3,7,33.3,1.54821,0.229269
0.708719,0,0.101552,0.461515,0.0,0.3,7,54.9,2.138737,0.262797
0.726795,0,0.101173,0.41621,0.0,0.3,7,65.9,2.254455,0.304578
0.7665,0,0.124679,0.470533,0.0,0.3,7,73.9,2.36215,0.272352
0.678873,0,0.088338,0.397587,0.0,0.3,7,34.8,1.491633,0.223276
0.705657,0,0.088346,0.450192,0.0,0.3,7,50.4,2.10992,0.257363
0.728338,0,0.093058,0.411591,0.0,0.3,7,66.3,2.316482,0.302511
0.758627,0,0.093067,0.462492,0.0,0.3,7,71.5,2.09266,0.276564
0.648449,0,0.07787,0.398164,0.0,0.3,7,32.5,1.602338,0.233516
0.718385,0,0.079221,0.438969,0.0,0.3,7,70.6,2.5166,0.31766
0.673143,0,0.134371,0.367836,0.0,0.3,7,40.8,1.615689,0.238105
0.715563,0,0.127706,0.437487,0.0,0.3,7,57.6,2.243645,0.262352
0.746118,0,0.135935,0.413806,0.0,0.3,7,62.9,2.300713,0.286244
0.765783,0,0.124679,0.469816,0.0,0.3,7,73.8,2.385874,0.272751
0.675558,0,0.088338,0.397239,0.0,0.3,7,35.3,1.528259,0.226689
0.707067,0,0.088346,0.450192,0.0,0.3,7,50.5,2.093788,0.256267
0.729055,0,0.093058,0.412308,0.0,0.3,7,66.6,2.304439,0.302386
0.750313,0,0.093067,0.463208,0.0,0.3,7,71.8,2.096726,0.283014
0.692864,0,0.076933,0.454836,0.0,0.3,7,50.3,2.082258,0.266324
0.686441,0,0.173354,0.352063,0.0,0.3,7,38.9,1.68933,0.226861
0.678525,0,0.088338,0.397239,0.0,0.3,7,34.9,1.498657,0.223779
0.604826,0,0.029264,0.395149,0.0,0.8,7,33.7,1.416733,0.215308
0.617483,0,0.0,0.471877,0.0,0.8,7,48.7,2.075724,0.268721
0.645021,0,0.0,0.469553,0.0,0.8,7,60.7,2.36533,0.298071
0.6921,0,0.0,0.494903,0.0,0.8,7,71.2,2.263908,0.287511
0.755174,0,0.076934,0.453482,0.0,0.8,7,87.0,2.191452,0.271735
0.610048,0,0.017183,0.388571,0.0,0.8,7,34.6,1.342283,0.213779
0.617247,0,0.0,0.472586,0.0,0.8,7,50.4,2.061749,0.272397
0.645174,0,0.0,0.46851,0.0,0.8,7,61.6,2.280653,0.299018
0.685769,0,0.0,0.494556,0.0,0.8,7,70.7,2.246717,0.291142
0.758406,0,0.0,0.525399,0.0,0.8,7,86.2,1.974189,0.266244
0.605338,0,0.015661,0.377723,0.0,0.8,7,32.5,1.343288,0.212808
0.627931,0,0.0,0.470153,0.0,0.8,7,47.1,2.036222,0.259041
0.646831,0,0.0,0.468163,0.0,0.8,7,61.4,2.327673,0.297637
0.695118,0,0.045994,0.435441,0.0,0.8,7,73.2,2.325041,0.289406
0.750995,0,0.091245,0.46234,0.0,0.8,7,94.5,2.338216,0.282272
0.608494,0,0.029264,0.396468,0.0,0.8,7,33.9,1.388757,0.213573
0.639629,0,0.072776,0.435183,0.0,0.8,7,52.5,2.057543,0.261279
0.643868,0,0.07693,0.405374,0.0,0.8,7,71.4,2.673615,0.317386
0.728574,0,0.072791,0.49216,0.0,0.8,7,71.7,2.148461,0.260959
0.613462,0,0.043355,0.382424,0.0,0.8,7,35.6,1.361137,0.214144
0.640947,0,0.075955,0.43019,0.0,0.8,7,56.1,2.177814,0.265913
0.649882,0,0.095462,0.383999,0.0,0.8,7,65.2,2.368507,0.301918
0.72532,0,0.119667,0.444706,0.0,0.8,7,76.2,2.422146,0.267158
0.778466,0,0.121947,0.474121,0.0,0.8,7,93.3,2.089948,0.256187
0.604996,0,0.032258,0.377952,0.0,0.8,7,35.6,1.399134,0.218505
0.657424,0,0.055418,0.45423,0.0,0.8,7,54.0,2.082595,0.251107
0.64226,0,0.082933,0.380409,0.0,0.8,7,68.1,2.478506,0.310765
0.717217,0,0.088649,0.435441,0.0,0.8,7,77.8,2.260279,0.276678
0.60686,0,0.046107,0.380772,0.0,0.8,7,32.0,1.422817,0.211507
0.645505,0,0.07693,0.405374,0.0,0.8,7,71.7,2.659366,0.316769
0.72929,0,0.072791,0.492876,0.0,0.8,7,72.0,2.129762,0.260879
0.7601,0,0.076934,0.453482,0.0,0.8,7,87.0,2.182454,0.267797
0.635182,0,0.083981,0.360088,0.0,0.8,7,32.4,1.307611,0.196986
0.654322,0,0.098406,0.430742,0.0,0.8,7,57.0,2.192828,0.2575
0.649631,0,0.095462,0.383999,0.0,0.8,7,65.2,2.368278,0.302055
0.723543,0,0.119667,0.444706,0.0,0.8,7,76.2,2.427327,0.268425
0.624191,0,0.074712,0.363234,0.0,0.8,7,33.9,1.387026,0.205491
0.662679,0,0.078687,0.435416,0.0,0.8,7,54.1,2.089243,0.247272
0.652002,0,0.082933,0.380409,0.0,0.8,7,68.1,2.462143,0.304053
0.709683,0,0.088649,0.435441,0.0,0.8,7,77.8,2.276644,0.282055
0.62706,0,0.066283,0.376226,0.0,0.8,7,33.4,1.346224,0.202911
0.643788,0,0.07693,0.405374,0.0,0.8,7,71.4,2.673791,0.31742
0.650245,0,0.151159,0.317074,0.0,0.8,7,39.4,1.429448,0.200388
0.666441,0,0.119005,0.414027,0.0,0.8,7,60.1,2.252499,0.254315
0.664461,0,0.124305,0.38363,0.0,0.8,7,65.6,2.472199,0.292523
0.774001,0,0.121947,0.474121,0.0,0.8,7,93.3,2.098845,0.26008
0.623532,0,0.074712,0.362575,0.0,0.8,7,33.8,1.395306,0.205651
0.641939,0,0.082933,0.380409,0.0,0.8,7,67.9,2.500334,0.311164
0.708211,0,0.088649,0.435441,0.0,0.8,7,77.8,2.279498,0.283322
0.626401,0,0.066283,0.375567,0.0,0.8,7,33.4,1.354621,0.203311
0.643943,0,0.07693,0.405374,0.0,0.8,7,71.4,2.673449,0.317329
0.724405,0,0.072791,0.4915,0.0,0.8,7,71.4,2.178165,0.263584
0.657193,0,0.170084,0.320892,0.0,0.8,7,39.4,1.454056,0.195799
0.661373,0,0.078687,0.435416,0.0,0.8,7,54.1,2.092602,0.248048
0.642923,0,0.082933,0.380409,0.0,0.8,7,67.9,2.498542,0.310548
0.624115,0,0.034899,0.419476,0.0,0.3,9,28.0,1.432519,0.232934
0.648672,0,0.0,0.490508,0.0,0.3,9,37.2,1.880875,0.266461
0.659014,0,0.0,0.49527,0.0,0.3,9,51.2,2.277786,0.320788
0.689812,0,0.0,0.516214,0.0,0.3,9,58.3,2.234156,0.305559
0.757617,0,0.079221,0.460493,0.0,0.3,9,76.2,2.303887,0.293105
0.627359,0,0.017184,0.419395,0.0,0.3,9,27.7,1.349727,0.230582
0.651885,0,0.0,0.490267,0.0,0.3,9,38.3,1.848898,0.266826
0.65727,0,0.0,0.495603,0.0,0.3,9,53.1,2.255526,0.325993
0.690081,0,0.0,0.514802,0.0,0.3,9,59.0,2.264362,0.306575
0.79055,0,0.0,0.533264,0.0,0.3,9,74.3,1.921749,0.26226
0.625158,0,0.020337,0.409621,0.0,0.3,9,26.6,1.320532,0.228059
0.652516,0,0.0,0.485452,0.0,0.3,9,36.4,1.858357,0.260491
0.657007,0,0.0,0.49388,0.0,0.3,9,50.6,2.236475,0.320148
0.683428,0,0.048911,0.453795,0.0,0.3,9,62.6,2.379126,0.318779
0.780256,0,0.093059,0.469035,0.0,0.3,9,79.8,2.144124,0.276621
0.626282,0,0.034899,0.419476,0.0,0.3,9,27.8,1.414233,0.231073
0.67426,0,0.076933,0.450948,0.0,0.3,9,41.5,1.881777,0.261427
0.676285,0,0.079221,0.431147,0.0,0.3,9,59.2,2.512116,0.329326
0.697047,0,0.032606,0.487701,0.0,0.3,9,61.0,2.330045,0.307352
0.639204,0,0.043345,0.413112,0.0,0.3,9,28.6,1.348885,0.2271
0.672745,0,0.079094,0.447664,0.0,0.3,9,45.1,2.03178,0.269201
0.672797,0,0.101173,0.405381,0.0,0.3,9,56.6,2.364036,0.324406
0.72783,0,0.124679,0.460865,0.0,0.3,9,62.1,2.453113,0.28516
0.823357,0,0.126932,0.482967,0.0,0.3,9,86.2,2.005258,0.245445
0.630236,0,0.039873,0.408567,0.0,0.3,9,29.0,1.36052,0.231975
0.694936,0,0.061917,0.468695,0.0,0.3,9,42.0,1.808227,0.247728
0.667453,0,0.040743,0.44786,0.0,0.3,9,54.3,2.286427,0.323094
0.715958,0,0.093067,0.455597,0.0,0.3,9,64.2,2.208524,0.297557
0.643449,0,0.07787,0.397157,0.0,0.3,9,25.9,1.375594,0.217409
0.727925,0,0.075079,0.512229,0.0,0.3,9,63.0,2.277139,0.288208
0.65553,0,0.083967,0.390953,0.0,0.3,9,25.5,1.317239,0.211427
0.692465,0,0.101552,0.457047,0.0,0.3,9,46.7,1.950997,0.259281
0.673514,0,0.101173,0.406098,0.0,0.3,9,56.8,2.354183,0.324349
0.728547,0,0.124679,0.461582,0.0,0.3,9,62.3,2.435038,0.284954
0.666962,0,0.088338,0.396523,0.0,0.3,9,27.8,1.301692,0.211963
0.696146,0,0.088346,0.445064,0.0,0.3,9,40.3,1.861979,0.243824
0.690747,0,0.093058,0.402081,0.0,0.3,9,55.6,2.302906,0.309189
0.716675,0,0.093067,0.456314,0.0,0.3,9,64.4,2.197447,0.297489
0.644335,0,0.07787,0.39681,0.0,0.3,9,25.8,1.36934,0.216507
0.677002,0,0.079221,0.431864,0.0,0.3,9,59.4,2.501168,0.329189
0.667593,0,0.134371,0.3658,0.0,0.3,9,31.2,1.370811,0.218973
0.696746,0,0.127706,0.432302,0.0,0.3,9,47.2,2.05248,0.257603
0.691569,0,0.135935,0.406621,0.0,0.3,9,52.5,2.27818,0.303311
0.691463,0,0.093058,0.402797,0.0,0.3,9,55.8,2.294147,0.30911
0.719158,0,0.093067,0.456314,0.0,0.3,9,64.4,2.193715,0.295719
0.676341,0,0.173354,0.350397,0.0,0.3,9,30.8,1.473587,0.214212
0.664161,0,0.088338,0.395827,0.0,0.3,9,28.1,1.325218,0.214189
0.718441,0,0.093067,0.455597,0.0,0.3,9,64.2,2.203882,0.295811
0.600828,0,0.029264,0.394802,0.0,0.8,9,27.2,1.203755,0.202454
0.608454,0,0.0,0.46667,0.0,0.8,9,38.3,1.815246,0.252797
0.607179,0,0.0,0.461164,0.0,0.8,9,51.0,2.336272,0.304989
0.653739,0,0.0,0.486783,0.0,0.8,9,58.9,2.281244,0.296438
0.719481,0,0.076934,0.445154,0.0,0.8,9,75.7,2.423034,0.288356
0.601809,0,0.017183,0.385529,0.0,0.8,9,27.7,1.187288,0.203174
0.615229,0,0.0,0.467068,0.0,0.8,9,40.2,1.796011,0.252877
0.597888,0,0.0,0.45871,0.0,0.8,9,52.9,2.335129,0.314155
0.648752,0,0.0,0.485024,0.0,0.8,9,59.3,2.34745,0.30024
0.726037,0,0.0,0.515638,0.0,0.8,9,75.7,2.170394,0.281336
0.599359,0,0.015661,0.376368,0.0,0.8,9,25.9,1.142649,0.200091
0.618174,0,0.0,0.463592,0.0,0.8,9,37.2,1.775601,0.243014
0.600324,0,0.0,0.456384,0.0,0.8,9,51.0,2.337713,0.308322
0.646146,0,0.045994,0.428199,0.0,0.8,9,64.1,2.460541,0.312409
0.716712,0,0.091245,0.453898,0.0,0.8,9,82.2,2.571922,0.298527
0.598479,0,0.029264,0.394802,0.0,0.8,9,27.1,1.2159,0.203447
0.630255,0,0.072776,0.433098,0.0,0.8,9,42.5,1.813494,0.249349
0.623371,0,0.07693,0.398211,0.0,0.8,9,59.6,2.625071,0.314897
0.697722,0,0.072791,0.484513,0.0,0.8,9,64.0,2.30042,0.275091
0.717646,0,0.076934,0.445154,0.0,0.8,9,75.7,2.426385,0.289783
0.611259,0,0.043355,0.382076,0.0,0.8,9,28.4,1.152692,0.200103
0.632765,0,0.075955,0.425585,0.0,0.8,9,46.8,1.952146,0.255845
0.632756,0,0.095462,0.376525,0.0,0.8,9,56.6,2.322303,0.300331
0.69697,0,0.119667,0.43684,0.0,0.8,9,64.1,2.478866,0.27411
0.737887,0,0.121947,0.466023,0.0,0.8,9,84.5,2.402697,0.281895
0.596159,0,0.032258,0.376576,0.0,0.8,9,28.4,1.206546,0.207009
0.641641,0,0.055418,0.448293,0.0,0.8,9,43.5,1.874734,0.242055
0.62464,0,0.082933,0.371848,0.0,0.8,9,56.2,2.380375,0.302785
0.678224,0,0.088649,0.430002,0.0,0.8,9,67.3,2.29799,0.292523
0.604472,0,0.046107,0.379418,0.0,0.8,9,25.5,1.207733,0.197797
0.611877,0,0.07693,0.397494,0.0,0.8,9,59.4,2.654994,0.321644
0.699098,0,0.072791,0.485889,0.0,0.8,9,64.4,2.269013,0.275011
0.631224,0,0.083981,0.358712,0.0,0.8,9,25.1,1.090366,0.185103
0.646038,0,0.098406,0.426912,0.0,0.8,9,47.8,1.958334,0.248493
0.621394,0,0.095462,0.376525,0.0,0.8,9,56.5,2.356277,0.306792
0.697288,0,0.119667,0.437188,0.0,0.8,9,64.1,2.441191,0.273505
0.62272,0,0.074712,0.36217,0.0,0.8,9,26.7,1.171566,0.191998
0.658599,0,0.078687,0.429941,0.0,0.8,9,42.9,1.855598,0.231313
0.620834,0,0.082933,0.372565,0.0,0.8,9,56.3,2.397279,0.305628
0.664571,0,0.088649,0.430002,0.0,0.8,9,67.2,2.344209,0.301701
0.616271,0,0.066283,0.375879,0.0,0.8,9,26.9,1.182652,0.194989
0.612779,0,0.07693,0.398211,0.0,0.8,9,59.6,2.643,0.321575
0.640964,0,0.151159,0.31572,0.0,0.8,9,31.7,1.249151,0.192317
0.651767,0,0.119005,0.411261,0.0,0.8,9,47.6,1.965183,0.245034
0.622266,0,0.124305,0.375729,0.0,0.8,9,53.3,2.417954,0.29976
0.697318,0,0.119667,0.437188,0.0,0.8,9,64.1,2.462242,0.274007
0.622061,0,0.074712,0.361511,0.0,0.8,9,26.7,1.178436,0.192203
0.655019,0,0.078687,0.429941,0.0,0.8,9,42.9,1.864102,0.233288
0.621378,0,0.082933,0.372565,0.0,0.8,9,56.3,2.396588,0.305228
0.61846,0,0.066283,0.37456,0.0,0.8,9,26.9,1.179905,0.194098
0.625021,0,0.07693,0.398211,0.0,0.8,9,59.3,2.632516,0.313721
0.645777,0,0.170084,0.320233,0.0,0.8,9,31.6,1.270182,0.189863
0.623144,0,0.074712,0.360851,0.0,0.8,9,26.7,1.168625,0.191484
0.621742,0,0.082933,0.372565,0.0,0.8,9,56.4,2.378641,0.304989
0.677357,0,0.088649,0.430002,0.0,0.8,9,67.3,2.299672,0.293139
0.61949,0,0.034899,0.417441,0.0,0.3,11,22.8,1.265242,0.217728
0.637055,0,0.0,0.487742,0.0,0.3,11,30.6,1.67778,0.252306
0.632395,0,0.0,0.487909,0.0,0.3,11,43.7,2.219821,0.319772
0.66953,0,0.0,0.507377,0.0,0.3,11,49.6,2.170151,0.301484
0.717939,0,0.079221,0.452882,0.0,0.3,11,66.7,2.458636,0.308858
0.618198,0,0.017184,0.41804,0.0,0.3,11,23.1,1.232132,0.219258
0.639888,0,0.0,0.485778,0.0,0.3,11,31.8,1.681204,0.254007
0.636534,0,0.0,0.487121,0.0,0.3,11,44.9,2.163745,0.32016
0.669669,0,0.0,0.507399,0.0,0.3,11,51.2,2.234887,0.304749
0.755459,0,0.0,0.52422,0.0,0.3,11,65.5,2.05993,0.277021
0.621668,0,0.020337,0.408926,0.0,0.3,11,22.4,1.184463,0.215228
0.64561,0,0.0,0.48404,0.0,0.3,11,30.1,1.639197,0.245411
0.636797,0,0.0,0.485143,0.0,0.3,11,43.3,2.169654,0.315879
0.663432,0,0.048911,0.448681,0.0,0.3,11,55.1,2.319455,0.31871
0.75834,0,0.093059,0.46131,0.0,0.3,11,71.5,2.278913,0.284384
0.621591,0,0.034899,0.418157,0.0,0.3,11,22.8,1.248264,0.216142
0.664552,0,0.076933,0.449963,0.0,0.3,11,35.6,1.701856,0.252215
0.656868,0,0.079221,0.425672,0.0,0.3,11,49.5,2.406429,0.322511
0.675383,0,0.032606,0.482219,0.0,0.3,11,53.2,2.258944,0.307454
0.629084,0,0.043345,0.412105,0.0,0.3,11,24.1,1.242314,0.217534
0.662732,0,0.079094,0.442075,0.0,0.3,11,37.1,1.825262,0.255753
0.657554,0,0.101173,0.399537,0.0,0.3,11,50.2,2.298427,0.321027
0.707935,0,0.124679,0.455475,0.0,0.3,11,54.3,2.380292,0.284954
0.740668,0,0.126932,0.474869,0.0,0.3,11,75.2,2.455303,0.302352
0.631324,0,0.039873,0.408532,0.0,0.3,11,23.8,1.186535,0.214852
0.684704,0,0.061917,0.463162,0.0,0.3,11,34.7,1.661647,0.236438
0.635334,0,0.040743,0.440095,0.0,0.3,11,46.9,2.278036,0.327443
0.693867,0,0.093067,0.450505,0.0,0.3,11,58.4,2.220695,0.303642
0.63596,0,0.07787,0.393732,0.0,0.3,11,21.5,1.249599,0.206712
0.656151,0,0.079221,0.424955,0.0,0.3,11,49.4,2.415188,0.322534
0.710349,0,0.075079,0.504582,0.0,0.3,11,54.7,2.242103,0.286027
0.645699,0,0.083967,0.387853,0.0,0.3,11,21.0,1.195118,0.202089
0.679478,0,0.101552,0.449224,0.0,0.3,11,40.1,1.885218,0.252865
0.708652,0,0.124679,0.456192,0.0,0.3,11,54.4,2.365606,0.284852
0.738476,0,0.126932,0.474869,0.0,0.3,11,75.2,2.459715,0.303687
0.65823,0,0.088338,0.394473,0.0,0.3,11,23.5,1.192858,0.204053
0.687459,0,0.088346,0.440227,0.0,0.3,11,33.5,1.691638,0.231929
0.670166,0,0.093058,0.394953,0.0,0.3,11,48.1,2.240263,0.307169
0.697265,0,0.093067,0.449789,0.0,0.3,11,58.2,2.222042,0.300982
0.636312,0,0.07787,0.393732,0.0,0.3,11,21.5,1.248997,0.206598
0.706673,0,0.075079,0.505299,0.0,0.3,11,54.8,2.254762,0.288619
0.668229,0,0.134371,0.365453,0.0,0.3,11,26.4,1.215981,0.206758
0.692146,0,0.127706,0.429478,0.0,0.3,11,39.9,1.836337,0.245023
0.666265,0,0.135935,0.399146,0.0,0.3,11,45.9,2.29884,0.305753
0.707219,0,0.124679,0.454759,0.0,0.3,11,54.1,2.391369,0.285114
0.688723,0,0.088346,0.440574,0.0,0.3,11,33.5,1.683334,0.231199
0.759303,0,0.093059,0.46131,0.0,0.3,11,71.5,2.276625,0.283836
0.636655,0,0.07787,0.394427,0.0,0.3,11,21.4,1.239063,0.206039
0.665269,0,0.076933,0.45068,0.0,0.3,11,35.7,1.695984,0.252123
0.711066,0,0.075079,0.505299,0.0,0.3,11,54.9,2.233039,0.285913
0.675263,0,0.173354,0.349738,0.0,0.3,11,25.4,1.2778,0.20089
0.659439,0,0.088338,0.394473,0.0,0.3,11,23.2,1.177146,0.202614
0.697981,0,0.093067,0.450505,0.0,0.3,11,58.4,2.212979,0.301005
0.589483,0,0.029264,0.394142,0.0,0.8,11,22.1,1.079857,0.194966
0.606953,0,0.0,0.465628,0.0,0.8,11,31.7,1.587602,0.235594
0.570977,0,0.0,0.455413,0.0,0.8,11,42.8,2.220865,0.307477
0.622909,0,0.0,0.479727,0.0,0.8,11,49.8,2.249472,0.299406
0.689927,0,0.076934,0.437543,0.0,0.8,11,66.0,2.555185,0.297614
0.592919,0,0.017183,0.385841,0.0,0.8,11,23.5,1.07433,0.197032
0.607828,0,0.0,0.464939,0.0,0.8,11,32.7,1.585434,0.237454
0.575667,0,0.0,0.454646,0.0,0.8,11,46.4,2.216587,0.313836
0.618806,0,0.0,0.47828,0.0,0.8,11,50.9,2.33737,0.304098
0.690782,0,0.0,0.506594,0.0,0.8,11,67.5,2.329944,0.296781
0.590505,0,0.015661,0.375326,0.0,0.8,11,21.7,1.047149,0.193893
0.613374,0,0.0,0.461464,0.0,0.8,11,30.5,1.552021,0.227877
0.587154,0,0.0,0.452009,0.0,0.8,11,44.2,2.17741,0.30129
0.612218,0,0.045994,0.422717,0.0,0.8,11,56.0,2.448162,0.320719
0.697062,0,0.091245,0.446172,0.0,0.8,11,72.7,2.663763,0.302249
0.590907,0,0.029264,0.394802,0.0,0.8,11,22.1,1.072049,0.194589
0.625269,0,0.072776,0.430332,0.0,0.8,11,36.3,1.646897,0.237534
0.597643,0,0.07693,0.395409,0.0,0.8,11,49.8,2.432086,0.311313
0.667103,0,0.072791,0.478533,0.0,0.8,11,56.0,2.312183,0.28395
0.597972,0,0.043355,0.380374,0.0,0.8,11,24.0,1.085481,0.196358
0.631739,0,0.075955,0.423848,0.0,0.8,11,39.3,1.725351,0.24008
0.603254,0,0.095462,0.37273,0.0,0.8,11,49.5,2.226329,0.30411
0.667523,0,0.119667,0.430018,0.0,0.8,11,56.0,2.499023,0.281404
0.716422,0,0.121947,0.457924,0.0,0.8,11,74.4,2.517461,0.28766
0.595433,0,0.032258,0.373845,0.0,0.8,11,23.5,1.065682,0.195674
0.640839,0,0.055418,0.445527,0.0,0.8,11,35.8,1.667375,0.226678
0.597346,0,0.082933,0.367706,0.0,0.8,11,48.9,2.305383,0.305639
0.647183,0,0.088649,0.424172,0.0,0.8,11,60.7,2.361711,0.304349
0.603354,0,0.046107,0.379013,0.0,0.8,11,21.0,1.057506,0.187591
0.58935,0,0.07693,0.395409,0.0,0.8,11,49.6,2.457722,0.316301
0.661855,0,0.072791,0.477873,0.0,0.8,11,55.7,2.34734,0.286632
0.689143,0,0.076934,0.437543,0.0,0.8,11,66.0,2.556617,0.297979
0.618749,0,0.083981,0.356641,0.0,0.8,11,21.3,1.014207,0.182043
0.643913,0,0.098406,0.425869,0.0,0.8,11,41.0,1.743328,0.236187
0.601777,0,0.095462,0.372013,0.0,0.8,11,49.4,2.236983,0.304703
0.667175,0,0.119667,0.42967,0.0,0.8,11,55.9,2.512624,0.281712
0.615692,0,0.074712,0.359787,0.0,0.8,11,22.1,1.039992,0.18524
0.646804,0,0.078687,0.425741,0.0,0.8,11,35.3,1.692896,0.222317
0.598948,0,0.082933,0.367706,0.0,0.8,11,48.7,2.301149,0.304372
0.634542,0,0.088649,0.423824,0.0,0.8,11,60.5,2.396742,0.312021
0.611301,0,0.066283,0.375184,0.0,0.8,11,22.4,1.057818,0.187066
0.626306,0,0.072776,0.430332,0.0,0.8,11,36.3,1.644643,0.237078
0.592729,0,0.07693,0.395409,0.0,0.8,11,49.8,2.442571,0.314361
0.63524,0,0.151159,0.314344,0.0,0.8,11,25.8,1.104794,0.184189
0.645358,0,0.119005,0.408807,0.0,0.8,11,40.5,1.799925,0.23468
0.604446,0,0.124305,0.372927,0.0,0.8,11,46.7,2.285447,0.298048
0.666599,0,0.119667,0.42967,0.0,0.8,11,55.9,2.514303,0.282009
0.717206,0,0.121947,0.457924,0.0,0.8,11,74.4,2.515899,0.287249
0.615856,0,0.074712,0.359128,0.0,0.8,11,22.1,1.043424,0.185126
0.645847,0,0.078687,0.425741,0.0,0.8,11,35.3,1.695053,0.222842
0.596586,0,0.082933,0.367706,0.0,0.8,11,48.9,2.306767,0.306016
0.646835,0,0.088649,0.423824,0.0,0.8,11,60.5,2.37229,0.304326
0.611334,0,0.066283,0.374524,0.0,0.8,11,22.4,1.060787,0.187146
0.594071,0,0.07693,0.395409,0.0,0.8,11,49.8,2.434804,0.313516
0.648083,0,0.170084,0.319573,0.0,0.8,11,25.7,1.061211,0.178185
0.613539,0,0.074712,0.359787,0.0,0.8,11,22.1,1.055874,0.18597
0.605074,0,0.082933,0.367706,0.0,0.8,11,48.6,2.305735,0.301438
0.80497,9,0.034899,0.770071,0.0,0.3,3,72.9,1.754437,0.164372
0.851438,9,0.0,0.851438,0.0,0.3,3,88.7,1.630876,0.158687
0.919077,9,0.0,0.919077,0.0,0.3,3,99.2,1.390217,0.14468
0.910829,9,0.0,0.910829,0.0,0.3,3,101.0,1.262646,0.138174
0.932979,9,0.079221,0.853758,0.0,0.3,3,105.4,0.846786,0.119852
0.801673,9,0.017184,0.784489,0.0,0.3,3,72.2,1.728023,0.167158
0.851438,9,0.0,0.851438,0.0,0.3,3,92.4,1.673691,0.159954
0.919077,9,0.0,0.919077,0.0,0.3,3,98.1,1.306011,0.144441
0.910829,9,0.0,0.910829,0.0,0.3,3,92.7,1.136298,0.136016
0.931001,9,0.0,0.931001,0.0,0.3,3,102.2,0.798502,0.123208
0.800587,9,0.020337,0.78025,0.0,0.3,3,73.0,1.791107,0.168676
0.851438,9,0.0,0.851438,0.0,0.3,3,88.4,1.649197,0.158368
0.919077,9,0.0,0.919077,0.0,0.3,3,98.7,1.345151,0.144703
0.91298,9,0.048911,0.864069,0.0,0.3,3,103.6,1.213973,0.1354
0.932979,9,0.093059,0.83992,0.0,0.3,3,108.4,0.855216,0.120479
0.856283,9,0.076933,0.77935,0.0,0.3,3,92.3,1.703221,0.154041
0.923206,9,0.079221,0.843985,0.0,0.3,3,107.0,1.435762,0.140594
0.912979,9,0.032606,0.880373,0.0,0.3,3,102.6,1.214339,0.135183
0.932979,9,0.079221,0.853758,0.0,0.3,3,105.4,0.846786,0.120183
0.802784,9,0.043345,0.759439,0.0,0.3,3,74.2,1.77581,0.167272
0.856063,9,0.079094,0.776969,0.0,0.3,3,95.4,1.780353,0.155342
0.923206,9,0.101173,0.822033,0.0,0.3,3,104.2,1.412751,0.13984
0.914957,9,0.124679,0.790278,0.0,0.3,3,107.1,1.336509,0.133037
0.935301,9,0.126932,0.808369,0.0,0.3,3,109.2,0.773022,0.118893
0.803515,9,0.039873,0.763642,0.0,0.3,3,75.1,1.760152,0.1671
0.855566,9,0.061917,0.793649,0.0,0.3,3,92.5,1.719913,0.154874
0.921228,9,0.040743,0.880485,0.0,0.3,3,96.5,1.287132,0.140696
0.914957,9,0.093067,0.82189,0.0,0.3,3,103.4,1.189649,0.132432
0.932979,9,0.093059,0.83992,0.0,0.3,3,108.4,0.855216,0.120685
0.808395,9,0.07787,0.730525,0.0,0.3,3,78.5,1.882276,0.163699
0.914957,9,0.075079,0.839878,0.0,0.3,3,99.8,1.17374,0.131598
0.932979,9,0.079221,0.853758,0.0,0.3,3,105.4,0.846786,0.120114
0.80599,9,0.083967,0.722023,0.0,0.3,3,75.8,1.884425,0.16492
0.858041,9,0.101552,0.756489,0.0,0.3,3,95.3,1.76152,0.152888
0.923206,9,0.101173,0.822033,0.0,0.3,3,104.2,1.412751,0.140148
0.807331,9,0.088338,0.718993,0.0,0.3,3,77.7,1.837365,0.164463
0.856609,9,0.088346,0.768263,0.0,0.3,3,98.3,1.83831,0.155765
0.923205,9,0.093058,0.830147,0.0,0.3,3,102.6,1.38589,0.139475
0.810084,9,0.134371,0.675713,0.0,0.3,3,80.8,1.92305,0.162957
0.86002,9,0.127706,0.732314,0.0,0.3,3,97.8,1.767505,0.151279
0.924248,9,0.135935,0.788313,0.0,0.3,3,106.6,1.48757,0.139189
0.807736,9,0.07787,0.729866,0.0,0.3,3,78.2,1.900904,0.164292
0.812828,9,0.173354,0.639474,0.0,0.3,3,85.2,2.09403,0.160788
0.806671,9,0.088338,0.718333,0.0,0.3,3,77.4,1.854958,0.165023
0.723208,9,0.029264,0.693944,0.0,0.8,3,74.4,1.781668,0.161221
