sim_no,UHI_d,asphalt_ratio,park_grass_ratio,parcel_grass_ratio,podium_grass_ratio,GnPR,TCR,greenroof_ratio,SCR,parcel_fp_ratio,podium_fp_ratio,tower_GFA,podium_GFA,total_GFA,avg_BH,avg_GPR,parcelArea,parkLocation,parkRadius,roadDensity,bldDensity,podiumDensity,treeDensity,roofType
56,0.155765,0.09955,0.088346,0.768263,0,0.856609,0,0,0.043842,0.043842,0,1692600,0,1692600,98.3,1.83831,3,72,250,0.3,3,0,0,0
57,0.140742,0.044727,0.093058,0.830147,0,0.923205,0,0,0.032067,0.032067,0,1362700,0,1362700,102.6,1.38589,4,72,250,0.3,3,0,0,0
58,0.133847,0.058153,0.093067,0.82189,0,0.914957,0,0,0.026896,0.026896,0,1130200,0,1130200,103.4,1.189649,5,72,250,0.3,3,0,0,0
59,0.121906,0.048316,0.093059,0.83992,0,0.932979,0,0,0.018705,0.018705,0,816476.739,0,816476.739,108.4,0.855216,6,72,250,0.3,3,0,0,0
60,0.164292,0.134203,0.07787,0.729866,0,0.807736,0,0,0.058061,0.058061,0,1747800,0,1747800,78.2,1.900904,2,0,300,0.3,3,0,0,0
61,0.154041,0.09955,0.076933,0.77935,0,0.856283,0,0,0.044168,0.044168,0,1622300,0,1622300,92.3,1.703221,3,0,300,0.3,3,0,0,0
62,0.141632,0.044727,0.079221,0.843985,0,0.923206,0,0,0.032067,0.032067,0,1396600,0,1396600,107,1.435762,4,0,300,0.3,3,0,0,0
63,0.133162,0.058153,0.075079,0.839878,0,0.914957,0,0,0.026896,0.026896,0,1134400,0,1134400,99.8,1.17374,5,0,300,0.3,3,0,0,0
64,0.121279,0.048316,0.079221,0.853758,0,0.932979,0,0,0.018705,0.018705,0,822494.2439,0,822494.2439,105.4,0.846786,6,0,300,0.3,3,0,0,0
65,0.162009,0.134203,0.173354,0.639474,0,0.812828,0,0,0.052969,0.052969,0,1738100,0,1738100,85.2,2.09403,2,42,300,0.3,3,0,0,0
66,0.146678,0.09955,0.271938,0.594955,0,0.866893,0,0,0.033558,0.033558,0,1522800,0,1522800,114.4,2.180158,3,42,300,0.3,3,0,0,0
67,0.135468,0.044727,0.28893,0.640489,0,0.929419,0,0,0.025854,0.025854,0,1344200,0,1344200,123,1.734339,4,42,300,0.3,3,0,0,0
68,0.131815,0.058153,0.235863,0.682287,0,0.91815,0,0,0.023704,0.023704,0,1208000,0,1208000,121.2,1.574689,5,42,300,0.3,3,0,0,0
69,0.118002,0.048316,0.196086,0.741193,0,0.937279,0,0,0.014405,0.014405,0,650559.7573,0,650559.7573,110.1,0.773001,6,42,300,0.3,3,0,0,0
70,0.164463,0.134203,0.088338,0.718993,0,0.807331,0,0,0.058466,0.058466,0,1735400,0,1735400,77.7,1.837365,2,72,300,0.3,3,0,0,0
71,0.155765,0.09955,0.088346,0.768263,0,0.856609,0,0,0.043842,0.043842,0,1692600,0,1692600,98.3,1.83831,3,72,300,0.3,3,0,0,0
72,0.140742,0.044727,0.093058,0.830147,0,0.923205,0,0,0.032067,0.032067,0,1362700,0,1362700,102.6,1.38589,4,72,300,0.3,3,0,0,0
73,0.133847,0.058153,0.093067,0.82189,0,0.914957,0,0,0.026896,0.026896,0,1130200,0,1130200,103.4,1.189649,5,72,300,0.3,3,0,0,0
74,0.121906,0.048316,0.093059,0.83992,0,0.932979,0,0,0.018705,0.018705,0,816476.739,0,816476.739,108.4,0.855216,6,72,300,0.3,3,0,0,0
75,0.161221,0.220688,0.029264,0.693944,0,0.723208,0,0,0.056104,0.056104,0,1577500,0,1577500,74.4,1.781668,2,0,100,0.8,3,0,0,0
76,0.160228,0.167458,0,0.782211,0,0.782211,0,0,0.050331,0.050331,0,1746100,0,1746100,87,1.770751,3,0,100,0.8,3,0,0,0
77,0.148219,0.123344,0,0.840461,0,0.840461,0,0,0.036195,0.036195,0,1566500,0,1566500,104.8,1.59505,4,0,100,0.8,3,0,0,0
78,0.140411,0.111386,0,0.857583,0,0.857583,0,0,0.031024,0.031024,0,1350100,0,1350100,104.1,1.358402,5,0,100,0.8,3,0,0,0
79,0.125902,0.092195,0.076934,0.810188,0,0.887122,0,0,0.020683,0.020683,0,967006.5472,0,967006.5472,111.1,1.022758,6,0,100,0.8,3,0,0,0
80,0.162055,0.220688,0.017183,0.70333,0,0.720513,0,0,0.058799,0.058799,0,1569400,0,1569400,71,1.693303,2,42,100,0.8,3,0,0,0
81,0.161929,0.167458,0,0.782211,0,0.782211,0,0,0.050331,0.050331,0,1759900,0,1759900,91.5,1.832803,3,42,100,0.8,3,0,0,0
82,0.14661,0.123344,0,0.840461,0,0.840461,0,0,0.036195,0.036195,0,1436800,0,1436800,98.9,1.443921,4,42,100,0.8,3,0,0,0
83,0.139395,0.111386,0,0.857583,0,0.857583,0,0,0.031024,0.031024,0,1265100,0,1265100,99.6,1.263498,5,42,100,0.8,3,0,0,0
84,0.126735,0.092195,0,0.886079,0,0.886079,0,0,0.021726,0.021726,0,912332.4592,0,912332.4592,104.7,0.892863,6,42,100,0.8,3,0,0,0
85,0.164452,0.220688,0.015661,0.70367,0,0.719331,0,0,0.059982,0.059982,0,1675200,0,1675200,72.7,1.810558,2,72,100,0.8,3,0,0,0
86,0.162032,0.167458,0,0.782927,0,0.782927,0,0,0.049615,0.049615,0,1823600,0,1823600,93.2,1.923149,3,72,100,0.8,3,0,0,0
87,0.147352,0.123344,0,0.840461,0,0.840461,0,0,0.036195,0.036195,0,1518900,0,1518900,102.4,1.520928,4,72,100,0.8,3,0,0,0
88,0.137854,0.111386,0.045994,0.81374,0,0.859734,0,0,0.028874,0.028874,0,1272400,0,1272400,106.6,1.343444,5,72,100,0.8,3,0,0,0
89,0.126358,0.092195,0.091245,0.795877,0,0.887122,0,0,0.020683,0.020683,0,947644.7312,0,947644.7312,114.3,1.024505,6,72,100,0.8,3,0,0,0
90,0.160548,0.220688,0.029264,0.694604,0,0.723868,0,0,0.055445,0.055445,0,1560000,0,1560000,74.5,1.763635,2,0,150,0.8,3,0,0,0
91,0.156895,0.167458,0.072776,0.71428,0,0.787056,0,0,0.045487,0.045487,0,1680600,0,1680600,93.7,1.906517,3,0,150,0.8,3,0,0,0
92,0.143619,0.123344,0.07693,0.767659,0,0.844589,0,0,0.032067,0.032067,0,1439500,0,1439500,109.8,1.628917,4,0,150,0.8,3,0,0,0
93,0.134543,0.111386,0.072791,0.788921,0,0.861712,0,0,0.026896,0.026896,0,1166400,0,1166400,102.2,1.29491,5,0,150,0.8,3,0,0,0
94,0.125902,0.092195,0.076934,0.810188,0,0.887122,0,0,0.020683,0.020683,0,967006.5472,0,967006.5472,111.1,1.022758,6,0,150,0.8,3,0,0,0
95,0.161724,0.220688,0.043355,0.678441,0,0.721796,0,0,0.057516,0.057516,0,1538500,0,1538500,72.7,1.731945,2,42,150,0.8,3,0,0,0
96,0.156416,0.167458,0.075955,0.711369,0,0.787324,0,0,0.045218,0.045218,0,1655200,0,1655200,93.7,1.944494,3,42,150,0.8,3,0,0,0
97,0.14274,0.123344,0.095462,0.749127,0,0.844589,0,0,0.032067,0.032067,0,1365900,0,1365900,106.8,1.570952,4,42,150,0.8,3,0,0,0
98,0.13613,0.111386,0.119667,0.742045,0,0.861712,0,0,0.026896,0.026896,0,1256900,0,1256900,112.4,1.503459,5,42,150,0.8,3,0,0,0
99,0.123048,0.092195,0.121947,0.767324,0,0.889271,0,0,0.018533,0.018533,0,844111.6909,0,844111.6909,112,0.92525,6,42,150,0.8,3,0,0,0
100,0.158447,0.220688,0.032258,0.694071,0,0.726329,0,0,0.052983,0.052983,0,1475400,0,1475400,74.4,1.62411,2,72,150,0.8,3,0,0,0
101,0.156256,0.167458,0.055418,0.733071,0,0.788489,0,0,0.044053,0.044053,0,1679700,0,1679700,97.3,1.935318,3,72,150,0.8,3,0,0,0
102,0.142454,0.123344,0.082933,0.761656,0,0.844589,0,0,0.032067,0.032067,0,1378400,0,1378400,105.5,1.53713,4,72,150,0.8,3,0,0,0
103,0.135696,0.111386,0.088649,0.773063,0,0.861712,0,0,0.026896,0.026896,0,1163500,0,1163500,109.4,1.30782,5,72,150,0.8,3,0,0,0
104,0.126358,0.092195,0.091245,0.795877,0,0.887122,0,0,0.020683,0.020683,0,947644.7312,0,947644.7312,114.3,1.024505,6,72,150,0.8,3,0,0,0
105,0.162763,0.220688,0.046107,0.676066,0,0.722173,0,0,0.05714,0.05714,0,1677500,0,1677500,75.4,1.923855,2,0,200,0.8,3,0,0,0
106,0.156895,0.167458,0.072776,0.71428,0,0.787056,0,0,0.045487,0.045487,0,1680600,0,1680600,93.7,1.906517,3,0,200,0.8,3,0,0,0
107,0.143619,0.123344,0.07693,0.767659,0,0.844589,0,0,0.032067,0.032067,0,1439500,0,1439500,109.8,1.628917,4,0,200,0.8,3,0,0,0
108,0.134543,0.111386,0.072791,0.788921,0,0.861712,0,0,0.026896,0.026896,0,1166400,0,1166400,102.2,1.29491,5,0,200,0.8,3,0,0,0
109,0.125902,0.092195,0.076934,0.810188,0,0.887122,0,0,0.020683,0.020683,0,967006.5472,0,967006.5472,111.1,1.022758,6,0,200,0.8,3,0,0,0
110,0.157854,0.220688,0.083981,0.644201,0,0.728182,0,0,0.051131,0.051131,0,1525400,0,1525400,77.1,1.803116,2,42,200,0.8,3,0,0,0
111,0.154737,0.167458,0.098406,0.690757,0,0.789163,0,0,0.04338,0.04338,0,1622000,0,1622000,95.2,1.972404,3,42,200,0.8,3,0,0,0
112,0.14274,0.123344,0.095462,0.749127,0,0.844589,0,0,0.032067,0.032067,0,1365900,0,1365900,106.8,1.570952,4,42,200,0.8,3,0,0,0
113,0.13613,0.111386,0.119667,0.742045,0,0.861712,0,0,0.026896,0.026896,0,1256900,0,1256900,112.4,1.503459,5,42,200,0.8,3,0,0,0
114,0.123048,0.092195,0.121947,0.767324,0,0.889271,0,0,0.018533,0.018533,0,844111.6909,0,844111.6909,112,0.92525,6,42,200,0.8,3,0,0,0
115,0.157078,0.220688,0.074712,0.654925,0,0.729637,0,0,0.049676,0.049676,0,1524700,0,1524700,79.5,1.741649,2,72,200,0.8,3,0,0,0
116,0.157648,0.167458,0.078687,0.710845,0,0.789532,0,0,0.043011,0.043011,0,1765100,0,1765100,104.8,2.075215,3,72,200,0.8,3,0,0,0
117,0.142454,0.123344,0.082933,0.761656,0,0.844589,0,0,0.032067,0.032067,0,1378400,0,1378400,105.5,1.53713,4,72,200,0.8,3,0,0,0
118,0.135696,0.111386,0.088649,0.773063,0,0.861712,0,0,0.026896,0.026896,0,1163500,0,1163500,109.4,1.30782,5,72,200,0.8,3,0,0,0
119,0.126358,0.092195,0.091245,0.795877,0,0.887122,0,0,0.020683,0.020683,0,947644.7312,0,947644.7312,114.3,1.024505,6,72,200,0.8,3,0,0,0
120,0.160331,0.220688,0.066283,0.660117,0,0.7264,0,0,0.052912,0.052912,0,1613600,0,1613600,79.7,1.914415,2,0,250,0.8,3,0,0,0
121,0.156895,0.167458,0.072776,0.71428,0,0.787056,0,0,0.045487,0.045487,0,1680600,0,1680600,93.7,1.906517,3,0,250,0.8,3,0,0,0
122,0.143619,0.123344,0.07693,0.767659,0,0.844589,0,0,0.032067,0.032067,0,1439500,0,1439500,109.8,1.628917,4,0,250,0.8,3,0,0,0
123,0.134543,0.111386,0.072791,0.788921,0,0.861712,0,0,0.026896,0.026896,0,1166400,0,1166400,102.2,1.29491,5,0,250,0.8,3,0,0,0
124,0.125902,0.092195,0.076934,0.810188,0,0.887122,0,0,0.020683,0.020683,0,967006.5472,0,967006.5472,111.1,1.022758,6,0,250,0.8,3,0,0,0
125,0.154429,0.220688,0.151159,0.5829,0,0.734059,0,0,0.045254,0.045254,0,1457300,0,1457300,84.8,1.872174,2,42,250,0.8,3,0,0,0
126,0.152785,0.167458,0.119005,0.672135,0,0.79114,0,0,0.041402,0.041402,0,1564600,0,1564600,96.2,1.911785,3,42,250,0.8,3,0,0,0
127,0.142432,0.123344,0.124305,0.721326,0,0.845631,0,0,0.031024,0.031024,0,1399200,0,1399200,111.1,1.652075,4,42,250,0.8,3,0,0,0
128,0.13613,0.111386,0.119667,0.742045,0,0.861712,0,0,0.026896,0.026896,0,1256900,0,1256900,112.4,1.503459,5,42,250,0.8,3,0,0,0
129,0.123048,0.092195,0.121947,0.767324,0,0.889271,0,0,0.018533,0.018533,0,844111.6909,0,844111.6909,112,0.92525,6,42,250,0.8,3,0,0,0
130,0.15766,0.220688,0.074712,0.654265,0,0.728977,0,0,0.050335,0.050335,0,1545300,0,1545300,79.5,1.76226,2,72,250,0.8,3,0,0,0
131,0.157648,0.167458,0.078687,0.710845,0,0.789532,0,0,0.043011,0.043011,0,1765100,0,1765100,104.8,2.075215,3,72,250,0.8,3,0,0,0
132,0.142454,0.123344,0.082933,0.761656,0,0.844589,0,0,0.032067,0.032067,0,1378400,0,1378400,105.5,1.53713,4,72,250,0.8,3,0,0,0
133,0.135696,0.111386,0.088649,0.773063,0,0.861712,0,0,0.026896,0.026896,0,1163500,0,1163500,109.4,1.30782,5,72,250,0.8,3,0,0,0
134,0.126358,0.092195,0.091245,0.795877,0,0.887122,0,0,0.020683,0.020683,0,947644.7312,0,947644.7312,114.3,1.024505,6,72,250,0.8,3,0,0,0
135,0.159772,0.220688,0.066283,0.660777,0,0.72706,0,0,0.052252,0.052252,0,1593800,0,1593800,79.8,1.894567,2,0,300,0.8,3,0,0,0
136,0.156895,0.167458,0.072776,0.71428,0,0.787056,0,0,0.045487,0.045487,0,1680600,0,1680600,93.7,1.906517,3,0,300,0.8,3,0,0,0
137,0.143619,0.123344,0.07693,0.767659,0,0.844589,0,0,0.032067,0.032067,0,1439500,0,1439500,109.8,1.628917,4,0,300,0.8,3,0,0,0
138,0.134543,0.111386,0.072791,0.788921,0,0.861712,0,0,0.026896,0.026896,0,1166400,0,1166400,102.2,1.29491,5,0,300,0.8,3,0,0,0
139,0.125902,0.092195,0.076934,0.810188,0,0.887122,0,0,0.020683,0.020683,0,967006.5472,0,967006.5472,111.1,1.022758,6,0,300,0.8,3,0,0,0
140,0.155194,0.220688,0.170084,0.56372,0,0.733804,0,0,0.045508,0.045508,0,1525000,0,1525000,87,2.029858,2,42,300,0.8,3,0,0,0
141,0.148436,0.167458,0.261776,0.536549,0,0.798325,0,0,0.034217,0.034217,0,1572900,0,1572900,115.5,2.503667,3,42,300,0.8,3,0,0,0
142,0.136473,0.123344,0.268911,0.581891,0,0.850802,0,0,0.025854,0.025854,0,1351100,0,1351100,123.6,1.930098,4,42,300,0.8,3,0,0,0
143,0.133014,0.111386,0.223644,0.64126,0,0.864904,0,0,0.023704,0.023704,0,1227300,0,1227300,124.2,1.721835,5,42,300,0.8,3,0,0,0
144,0.120731,0.092195,0.186798,0.704452,0,0.89125,0,0,0.016555,0.016555,0,791657.4041,0,791657.4041,117,0.963669,6,42,300,0.8,3,0,0,0
145,0.157089,0.220688,0.074712,0.654982,0,0.729694,0,0,0.049619,0.049619,0,1523700,0,1523700,79.5,1.741987,2,72,300,0.8,3,0,0,0
146,0.157648,0.167458,0.078687,0.710845,0,0.789532,0,0,0.043011,0.043011,0,1765100,0,1765100,104.8,2.075215,3,72,300,0.8,3,0,0,0
147,0.142454,0.123344,0.082933,0.761656,0,0.844589,0,0,0.032067,0.032067,0,1378400,0,1378400,105.5,1.53713,4,72,300,0.8,3,0,0,0
148,0.135696,0.111386,0.088649,0.773063,0,0.861712,0,0,0.026896,0.026896,0,1163500,0,1163500,109.4,1.30782,5,72,300,0.8,3,0,0,0
149,0.126358,0.092195,0.091245,0.795877,0,0.887122,0,0,0.020683,0.020683,0,947644.7312,0,947644.7312,114.3,1.024505,6,72,300,0.8,3,0,0,0
150,0.166073,0.134203,0.034899,0.748701,0,0.7836,0,0,0.082198,0.082198,0,1497500,0,1497500,49,1.508422,2,0,100,0.3,5,0,0,0
151,0.176986,0.09955,0,0.820725,0,0.820725,0,0,0.079725,0.079725,0,2028000,0,2028000,65.7,1.871979,3,0,100,0.3,5,0,0,0
152,0.167215,0.044727,0,0.894947,0,0.894947,0,0,0.060325,0.060325,0,1914500,0,1914500,81.1,1.794242,4,0,100,0.3,5,0,0,0
153,0.16008,0.058153,0,0.890146,0,0.890146,0,0,0.051707,0.051707,0,1803900,0,1803900,85.9,1.680718,5,0,100,0.3,5,0,0,0
154,0.139326,0.048316,0.079221,0.841288,0,0.920509,0,0,0.031175,0.031175,0,1308700,0,1308700,101.6,1.342812,6,0,100,0.3,5,0,0,0
155,0.166393,0.134203,0.017184,0.768544,0,0.785728,0,0,0.080069,0.080069,0,1517600,0,1517600,51.3,1.451513,2,42,100,0.3,5,0,0,0
156,0.177751,0.09955,0,0.82142,0,0.82142,0,0,0.07903,0.07903,0,1947500,0,1947500,67.9,1.868566,3,42,100,0.3,5,0,0,0
157,0.167146,0.044727,0,0.894947,0,0.894947,0,0,0.060325,0.060325,0,1862700,0,1862700,80.9,1.703066,4,42,100,0.3,5,0,0,0
158,0.157352,0.058153,0,0.890146,0,0.890146,0,0,0.051707,0.051707,0,1673500,0,1673500,79.8,1.529644,5,42,100,0.3,5,0,0,0
159,0.142694,0.048316,0,0.917212,0,0.917212,0,0,0.034472,0.034472,0,1324500,0,1324500,97.8,1.248314,6,42,100,0.3,5,0,0,0
160,0.164737,0.134203,0.020337,0.765247,0,0.785584,0,0,0.080213,0.080213,0,1446900,0,1446900,48.9,1.380416,2,72,100,0.3,5,0,0,0
161,0.173893,0.09955,0,0.823939,0,0.823939,0,0,0.076511,0.076511,0,1890600,0,1890600,65.3,1.784152,3,72,100,0.3,5,0,0,0
162,0.167237,0.044727,0,0.894947,0,0.894947,0,0,0.060325,0.060325,0,1923700,0,1923700,80.5,1.759878,4,72,100,0.3,5,0,0,0
163,0.157489,0.058153,0.048911,0.844819,0,0.89373,0,0,0.048124,0.048124,0,1733900,0,1733900,90.1,1.66998,5,72,100,0.3,5,0,0,0
164,0.139658,0.048316,0.093059,0.82745,0,0.920509,0,0,0.031175,0.031175,0,1278000,0,1278000,103.3,1.332727,6,72,100,0.3,5,0,0,0
165,0.165811,0.134203,0.034899,0.749417,0,0.784316,0,0,0.081481,0.081481,0,1489200,0,1489200,49.2,1.49979,2,0,150,0.3,5,0,0,0
166,0.172043,0.09955,0.076933,0.75102,0,0.827953,0,0,0.072498,0.072498,0,1844100,0,1844100,67.3,1.914107,3,0,150,0.3,5,0,0,0
167,0.163425,0.044727,0.079221,0.822607,0,0.901828,0,0,0.053445,0.053445,0,1868800,0,1868800,89.3,1.899252,4,0,150,0.3,5,0,0,0
168,0.15629,0.058153,0.032606,0.861123,0,0.893729,0,0,0.048124,0.048124,0,1706300,0,1706300,87.1,1.6171,5,0,150,0.3,5,0,0,0
169,0.139326,0.048316,0.079221,0.841288,0,0.920509,0,0,0.031175,0.031175,0,1308700,0,1308700,101.6,1.342812,6,0,150,0.3,5,0,0,0
170,0.167135,0.134203,0.043345,0.741956,0,0.785301,0,0,0.080496,0.080496,0,1494100,0,1494100,52,1.49802,2,42,150,0.3,5,0,0,0
171,0.172169,0.09955,0.079094,0.75108,0,0.830174,0,0,0.070276,0.070276,0,1839000,0,1839000,71.2,1.934562,3,42,150,0.3,5,0,0,0
172,0.161073,0.044727,0.101173,0.800654,0,0.901827,0,0,0.053445,0.053445,0,1713400,0,1713400,84.1,1.778293,4,42,150,0.3,5,0,0,0
173,0.155445,0.058153,0.124679,0.772347,0,0.897026,0,0,0.044827,0.044827,0,1750900,0,1750900,95,1.882565,5,42,150,0.3,5,0,0,0
174,0.134874,0.048316,0.126932,0.797447,0,0.924379,0,0,0.027305,0.027305,0,1176000,0,1176000,107.5,1.260062,6,42,150,0.3,5,0,0,0
175,0.166039,0.134203,0.039873,0.746045,0,0.785918,0,0,0.079879,0.079879,0,1480600,0,1480600,50.9,1.434234,2,72,150,0.3,5,0,0,0
176,0.173253,0.09955,0.061917,0.76681,0,0.828727,0,0,0.071724,0.071724,0,1877700,0,1877700,70.9,1.929219,3,72,150,0.3,5,0,0,0
177,0.163253,0.044727,0.040743,0.857788,0,0.898531,0,0,0.056742,0.056742,0,1810300,0,1810300,80.9,1.700856,4,72,150,0.3,5,0,0,0
178,0.153311,0.058153,0.093067,0.803959,0,0.897026,0,0,0.044827,0.044827,0,1575100,0,1575100,89.6,1.597181,5,72,150,0.3,5,0,0,0
179,0.139658,0.048316,0.093059,0.82745,0,0.920509,0,0,0.031175,0.031175,0,1278000,0,1278000,103.3,1.332727,6,72,150,0.3,5,0,0,0
180,0.163721,0.134203,0.07787,0.708928,0,0.786798,0,0,0.078998,0.078998,0,1468800,0,1468800,48.6,1.587914,2,0,200,0.3,5,0,0,0
181,0.170993,0.09955,0.076933,0.751736,0,0.828669,0,0,0.071781,0.071781,0,1811000,0,1811000,66.9,1.883837,3,0,200,0.3,5,0,0,0
182,0.163425,0.044727,0.079221,0.822607,0,0.901828,0,0,0.053445,0.053445,0,1868800,0,1868800,89.3,1.899252,4,0,200,0.3,5,0,0,0
183,0.151895,0.058153,0.075079,0.821947,0,0.897026,0,0,0.044827,0.044827,0,1555300,0,1555300,85,1.54834,5,0,200,0.3,5,0,0,0
184,0.139326,0.048316,0.079221,0.841288,0,0.920509,0,0,0.031175,0.031175,0,1308700,0,1308700,101.6,1.342812,6,0,200,0.3,5,0,0,0
185,0.162432,0.134203,0.083967,0.704612,0,0.788579,0,0,0.077218,0.077218,0,1429200,0,1429200,48.6,1.52769,2,42,200,0.3,5,0,0,0
186,0.16984,0.09955,0.101552,0.731919,0,0.833471,0,0,0.066979,0.066979,0,1835600,0,1835600,72.7,1.968612,3,42,200,0.3,5,0,0,0
187,0.161073,0.044727,0.101173,0.800654,0,0.901827,0,0,0.053445,0.053445,0,1713400,0,1713400,84.1,1.778293,4,42,200,0.3,5,0,0,0
188,0.155445,0.058153,0.124679,0.772347,0,0.897026,0,0,0.044827,0.044827,0,1750900,0,1750900,95,1.882565,5,42,200,0.3,5,0,0,0
189,0.134874,0.048316,0.126932,0.797447,0,0.924379,0,0,0.027305,0.027305,0,1176000,0,1176000,107.5,1.260062,6,42,200,0.3,5,0,0,0
190,0.162523,0.134203,0.088338,0.702624,0,0.790962,0,0,0.074835,0.074835,0,1434700,0,1434700,51.1,1.493545,2,72,200,0.3,5,0,0,0
191,0.171804,0.09955,0.088346,0.742778,0,0.831124,0,0,0.069327,0.069327,0,1889800,0,1889800,72.1,1.996156,3,72,200,0.3,5,0,0,0
192,0.160856,0.044727,0.093058,0.808769,0,0.901827,0,0,0.053445,0.053445,0,1762100,0,1762100,83.4,1.756544,4,72,200,0.3,5,0,0,0
193,0.153311,0.058153,0.093067,0.803959,0,0.897026,0,0,0.044827,0.044827,0,1575100,0,1575100,89.6,1.597181,5,72,200,0.3,5,0,0,0
194,0.139658,0.048316,0.093059,0.82745,0,0.920509,0,0,0.031175,0.031175,0,1278000,0,1278000,103.3,1.332727,6,72,200,0.3,5,0,0,0
195,0.163368,0.134203,0.07787,0.709276,0,0.787146,0,0,0.078651,0.078651,0,1458800,0,1458800,48.5,1.57877,2,0,250,0.3,5,0,0,0
196,0.170993,0.09955,0.076933,0.751736,0,0.828669,0,0,0.071781,0.071781,0,1811000,0,1811000,66.9,1.883837,3,0,250,0.3,5,0,0,0
197,0.163425,0.044727,0.079221,0.822607,0,0.901828,0,0,0.053445,0.053445,0,1868800,0,1868800,89.3,1.899252,4,0,250,0.3,5,0,0,0
198,0.151895,0.058153,0.075079,0.821947,0,0.897026,0,0,0.044827,0.044827,0,1555300,0,1555300,85,1.54834,5,0,250,0.3,5,0,0,0
199,0.139326,0.048316,0.079221,0.841288,0,0.920509,0,0,0.031175,0.031175,0,1308700,0,1308700,101.6,1.342812,6,0,250,0.3,5,0,0,0
200,0.161358,0.134203,0.134371,0.664755,0,0.799126,0,0,0.066671,0.066671,0,1398000,0,1398000,59.2,1.549855,2,42,250,0.3,5,0,0,0
201,0.169578,0.09955,0.127706,0.708402,0,0.836108,0,0,0.064342,0.064342,0,1852400,0,1852400,75.9,2.017093,3,42,250,0.3,5,0,0,0
202,0.158847,0.044727,0.135935,0.76763,0,0.903565,0,0,0.051707,0.051707,0,1718000,0,1718000,83.2,1.841902,4,42,250,0.3,5,0,0,0
203,0.155445,0.058153,0.124679,0.772347,0,0.897026,0,0,0.044827,0.044827,0,1750900,0,1750900,95,1.882565,5,42,250,0.3,5,0,0,0
204,0.134874,0.048316,0.126932,0.797447,0,0.924379,0,0,0.027305,0.027305,0,1176000,0,1176000,107.5,1.260062,6,42,250,0.3,5,0,0,0
205,0.162523,0.134203,0.088338,0.702624,0,0.790962,0,0,0.074835,0.074835,0,1434700,0,1434700,51.1,1.493545,2,72,250,0.3,5,0,0,0
206,0.171804,0.09955,0.088346,0.742778,0,0.831124,0,0,0.069327,0.069327,0,1889800,0,1889800,72.1,1.996156,3,72,250,0.3,5,0,0,0
207,0.160856,0.044727,0.093058,0.808769,0,0.901827,0,0,0.053445,0.053445,0,1762100,0,1762100,83.4,1.756544,4,72,250,0.3,5,0,0,0
208,0.153311,0.058153,0.093067,0.803959,0,0.897026,0,0,0.044827,0.044827,0,1575100,0,1575100,89.6,1.597181,5,72,250,0.3,5,0,0,0
209,0.139658,0.048316,0.093059,0.82745,0,0.920509,0,0,0.031175,0.031175,0,1278000,0,1278000,103.3,1.332727,6,72,250,0.3,5,0,0,0
210,0.163368,0.134203,0.07787,0.709276,0,0.787146,0,0,0.078651,0.078651,0,1458800,0,1458800,48.5,1.57877,2,0,300,0.3,5,0,0,0
211,0.172043,0.09955,0.076933,0.75102,0,0.827953,0,0,0.072498,0.072498,0,1844100,0,1844100,67.3,1.914107,3,0,300,0.3,5,0,0,0
212,0.163425,0.044727,0.079221,0.822607,0,0.901828,0,0,0.053445,0.053445,0,1868800,0,1868800,89.3,1.899252,4,0,300,0.3,5,0,0,0
213,0.151895,0.058153,0.075079,0.821947,0,0.897026,0,0,0.044827,0.044827,0,1555300,0,1555300,85,1.54834,5,0,300,0.3,5,0,0,0
214,0.139326,0.048316,0.079221,0.841288,0,0.920509,0,0,0.031175,0.031175,0,1308700,0,1308700,101.6,1.342812,6,0,300,0.3,5,0,0,0
215,0.15863,0.134203,0.173354,0.627176,0,0.80053,0,0,0.065267,0.065267,0,1384300,0,1384300,56,1.63129,2,42,300,0.3,5,0,0,0
216,0.160685,0.09955,0.271938,0.576562,0,0.8485,0,0,0.051951,0.051951,0,1674600,0,1674600,85.5,2.325929,3,42,300,0.3,5,0,0,0
217,0.156575,0.044727,0.28893,0.623253,0,0.912183,0,0,0.04309,0.04309,0,1852400,0,1852400,104.7,2.397172,4,42,300,0.3,5,0,0,0
218,0.153242,0.058153,0.235863,0.666484,0,0.902347,0,0,0.039506,0.039506,0,1778400,0,1778400,109.6,2.284378,5,42,300,0.3,5,0,0,0
219,0.130354,0.048316,0.196086,0.73159,0,0.927676,0,0,0.024008,0.024008,0,1076300,0,1076300,109.5,1.277934,6,42,300,0.3,5,0,0,0
220,0.162523,0.134203,0.088338,0.702624,0,0.790962,0,0,0.074835,0.074835,0,1434700,0,1434700,51.1,1.493545,2,72,300,0.3,5,0,0,0
221,0.171804,0.09955,0.088346,0.742778,0,0.831124,0,0,0.069327,0.069327,0,1889800,0,1889800,72.1,1.996156,3,72,300,0.3,5,0,0,0
222,0.160856,0.044727,0.093058,0.808769,0,0.901827,0,0,0.053445,0.053445,0,1762100,0,1762100,83.4,1.756544,4,72,300,0.3,5,0,0,0
223,0.153311,0.058153,0.093067,0.803959,0,0.897026,0,0,0.044827,0.044827,0,1575100,0,1575100,89.6,1.597181,5,72,300,0.3,5,0,0,0
